Area Code,Parliamentary Constituency,Persons-2008,Males-2008,Females-2008,% aged 0-14-2008,% aged 15-34-2008,% aged 35-54-2008,% aged 55-74-2008,% aged 75+-2008,Area_sqkm-2008,Pop Density (sqkm)-2008,% of London Population-2008,% All people-2001,% White British-2001,% White Irish-2001,% White Other White-2001,% Mixed White and Black Caribbean-2001,% Mixed White and Black African-2001,% Mixed White and Asian-2001,% Mixed Other Mixed-2001,% Asian or Asian British Indian-2001,% Asian or Asian British Pakistani-2001,% Asian or Asian British Bangladeshi-2001,% Asian or Asian British Other Asian-2001,% Black or Black British Black Caribbean-2001,% Black or Black British Black African-2001,% Black or Black British Other Black-2001,% Chinese or other ethnic group Chinese-2001,% Chinese or other ethnic group Other Ethnic Group-2001,White-2001,Mixed-2001,Asian-2001,Black-2001,Chinese/Other-2001,Actual deaths-2008,Births-2008,General Fertility Rate-2008,SMR-2008,Infant Mortality rate-2008,Dwelling Stock; Total-2008,% dwellings in Bands A or B-2008,"% dwellings in Bands C, D, and E-2008","% dwellings in Bands F, G and H-2008",Dwellings in Band A-2008,Dwellings in Band B-2008,Dwellings in Band C-2008,Dwellings in Band D-2008,Dwellings in Band E-2008,Dwellings in Band F-2008,Dwellings in Band G-2008,Dwellings in Band H-2008,Unequivalised Mean Income-£-2009,% under £20k-2009,% over £50k-2009,Equivalised Mean Income-£-2009,% under £20k-2009,% over £50k-2009,Disability Living Allowance Claimants; Total-2008,16 to 59-2008,Disability Living Allowance-2008,Incapacity Benefit/Severe Disablement Allowance Claimants; Total-2008,16 to 64-2008,Incapacity Benefit/Severe Disablement Allowance-2008,Income Support Claimants; Total-2008,16 to 59-2008,Income Support-2008,% of London total-2008,Jobseekers Allowance Claimants; Total-2008,Working age-2008,Jobseekers Allowance-2008,Jobseekers Allowance Claimants; Male-2008,Male 16-64-2008,Jobseekers Allowance (Males)-2008,Jobseekers Allowance Claimants; Female-2008,Female 16-59-2008,Jobseekers Allowance (Females)-2008,Jobseekers Allowance Claimants; Aged 16-24-2008,16 to 24-2008,Jobseekers Allowance (16-24)-2008,Jobseekers Allowance Claimants; Aged 25-49-2008,25 to 49-2008,Jobseekers Allowance (25-49)-2008,Jobseekers Allowance Claimants; Aged 50 and Over-2008,50 to pension age-2008,Jobseekers Allowance (50 to pension age)-2008,Pension Credit Claimants; Total-2008,60 and over-2008,Pension Credit-2008,Claimants-Persons-Jan-10,Claimants-Males-Jan-10,Claimants-Females-Jan-10,Claimants-16-24-Jan-10,Labour Force-Persons-Jan-10,Labour Force-Males-Jan-10,Labour Force-Females-Jan-10,Labour Force-16-24-Jan-10,Rates-Persons-Jan-10,Rates-Males-Jan-10,Rates-Females-Jan-10,Rates-16-24-Jan-10,Total Notifiable Offences-2009,Violence Against The Person-2009,Sexual Offences-2009,Robbery-2009,Burglary-2009,Theft & Handling-2009,Fraud & Forgery-2009,Criminal Damage-2009,Drugs-2009,Total Notifiable Offences-2009,Violence Against The Person-2009,Sexual Offences-2009,Robbery-2009,Burglary-2009,Theft & Handling-2009,Fraud & Forgery-2009,Criminal Damage-2009,Drugs-2009,Total Fires-2006,Total Casualties-2006,Dwellings-2006,Fires per 1000 dwellings-2006,Casualties per 100 fires-2006,Total Area of All Land Types Square metres (m2)(thousands) 2005-2006,Area of Domestic Buildings-2005,Area of Non Domestic Buildings-2005,Area of Road-2005,Area of Path-2005,Area of Rail-2005,Area of Domestic Gardens-2005,Area of Greenspace-2005,Area of Water-2005,Area of Other Land Uses-2005,Area of Unclassified Land-2005,Area of Admin Geography-2005,Area of Domestic Buildings-2005,Area of Non Domestic Buildings-2005,Area of Road-2005,Area of Path-2005,Area of Rail-2005,Area of Domestic Gardens-2005,Area of Greenspace-2005,Area of Water-2005,Area of Other Land Uses-2005,Area of Unclassified Land-2005,Area of Admin Geography-2005,All VAT Based Local Units-2004,Agriculture-2004,Production-2004,Construction-2004,Motor Trades-2004,Wholesale-2004,Retail-2004,Hotels & Catering-2004,Transport-2004,Post & Telecommunications-2004,Finance-2004,Property & Business Services-2004,Education-2004,Health-2004,Public Admin & Other Services-2004,Agriculture-2004,Production-2004,Construction-2004,Motor Trades-2004,Wholesale-2004,Retail-2004,Hotels & Catering-2004,Transport-2004,Post & Telecommunications-2004,Finance-2004,Property & Business Services-2004,Education-2004,Health-2004,Public Admin & Other Services-2004,"Tranport, Post, Telecomms, and Motor Trade-2004",Average Point Score of Pupils Eligible for KS1 Assessment-2008,Average Point Score of Pupils Eligible for KS2 Assessment-2008,Average GCSE and Equivalent Point Score Per Pupil at the End of KS4-2008,Average Capped GCSE and Equivalent Point Score Per Pupil at the End of KS4-2008,Average GCSE and Equivalent Point Score Per Boy Pupil at the End of KS4-2008,Average Capped GCSE and Equivalent Point Score Per Boy Pupil at the End of KS4-2008,Average GCSE and Equivalent Point Score Per Girl Pupil at the End of KS4-2008,Average Capped GCSE and Equivalent Point Score Per Girl Pupil at the End of KS4-2008,Average Level 3 QCA Point Score Per Student-2008,Average Level 3 QCA Point Score Per Entry; All Students-2008,Extent -2007,Rank of extent (within London)-2007,Income Scale-2007,Rank of income scale (within London)-2007,Employment Scale-2007,Rank of employment scale (within London)-2007,Average Score-2007,Rank of average score (within London)-2007,Average Rank-2007,Rank of average rank (within London)-2007,Local Concentration-2007,Rank of Local Concentration (within London)-2007,Highest SOA rank (national)-2007,Highest SOA rank (London)-2007,Number of SOAs in PC-2007,In worst 5%-2007,In worst 10%-2007,In worst 20%-2007,Above average (in worst 50%)-2007,% of SOAs in worst 20% in England-2007,IDACI-2007,Rank of IDACI (within London)-2007,IDAOPI-2007,Rank of IDAOPI (within London)-2007
C60,Lewisham East,99727,47966,51762,20,32,30,13,6,14.8,6749,1.3,100,65,3,5,2,1,1,1,2,0,0,2,11,5,2,1,1,68672,3560,3703,16690,1498,750,1770,70.7,112,8.5,42573,23,72,5,1345,8315,17306,10257,3151,1293,771,135,37000,25,23,34000,30,19,4745,64319,7.4,4440,67985,6.5,5555,64319,8.6,1.5,1865,66018,2.8,1255,33200,3.8,610,32818,1.9,490,9859,5,1095,45250,2.4,280,10909,2.6,4035,14647,27.5,3170,2130,1035,810,48957,26244,22713,4743,6.5,8.1,4.6,17.1,10270,2914,105,367,1174,2720,535,1367,881,103,29,1,4,12,27,5,14,9,198,42,42573,4.7,21.2,14779,13,4,16,1,2,35,23,0,6,0,100,1850,539,2339,94,282,5225,3465,51,935,0,14775,1820,0,3,9,4,5,17,9,3,1,1,29,3,3,13,5,60,170,70,90,305,155,55,20,15,525,50,45,230,8,14.9,27.4,383,303,354,290,402,311,656,207,0.3,27,20362,39,7076,30,29.29,26,9466,24,28985,39,2577,329,63,0,1,20,57,32,34.61,31,24.16,35
C61,Lewisham West and Penge,105438,51599,53839,20,32,30,13,5,15.9,6649,1.4,100,66,3,5,2,1,1,1,2,0,1,1,9,6,1,1,1,74832,4196,3550,17028,1618,728,1906,70.6,113,2.6,46757,29,66,5,1397,12008,16072,11092,3745,1643,775,25,38000,24,24,36000,27,22,4435,69425,6.4,4790,73383,6.5,5995,69425,8.6,1.6,2220,71326,3.1,1535,36062,4.3,685,35264,1.9,595,10589,5.6,1260,48798,2.6,365,11939,3.1,3965,14232,27.9,3460,2305,1160,765,52793,28402,24390,5314,6.6,8.1,4.8,14.4,9537,2569,127,397,1322,2540,307,1463,657,91,24,1,4,13,24,3,14,6,183,21,46757,3.9,11.5,15900,12,4,16,1,2,31,26,0,8,0,100,1914,623,2469,158,277,4951,4181,68,1259,0,15858,2215, -   ,7,10,4,7,13,7,4,1,1,30,3,2,13, -   ,165,225,80,145,290,150,80,25,25,655,55,50,285,8,15,27.4,390,310,357,295,427,327,673,210,0.29,28,21834,32,7698,26,28.35,28,10347,28,29120,37,1707,159,67,0,2,20,56,30,34.15,32,25.54,30
C62,"Lewisham, Deptford",108370,53215,55158,18,41,28,11,3,12.2,8879,1.4,100,47,3,7,2,1,1,1,1,1,1,1,14,13,3,2,2,55647,4376,3682,29407,4140,608,1996,63.2,129,6,46491,43,55,2,4579,15314,13939,9561,2198,793,85,22,36000,26,21,34000,31,19,4680,76821,6.1,5040,80010,6.3,6655,76821,8.7,1.8,2395,78287,3.1,1700,39406,4.3,695,38881,1.8,550,13969,3.9,1530,54104,2.8,315,10214,3.1,3975,10885,36.5,4130,2765,1375,905,54959,29569,25390,5827,7.5,9.4,5.4,15.5,13367,3425,128,683,1242,4308,505,1501,1325,123,32,1,6,12,40,5,14,12,201,21,46491,4.3,10.4,12123,14,8,18,1,4,25,19,1,11,0,101,1633,926,2175,150,422,3039,2320,72,1386,0,12206,2270,0,8,8,3,7,18,9,3,1,2,23,2,2,14,5,190,180,60,150,410,205,75,20,35,525,50,50,310,7,14.5,27.3,375,301,356,290,395,314,639,204,0.37,22,24389,23,8779,18,32.06,20,7952,17,29641,28,1165,70,65,1,6,29,65,45,39.4,22,32.55,15
C63,Leyton and Wanstead,94011,46780,47231,20,33,29,14,5,15.3,6135,1.2,100,49,3,7,1,1,1,1,6,8,2,2,9,7,2,1,1,52769,3395,15950,15443,1783,571,1797,78.7,94,3.3,38783,33,59,8,1908,10871,13665,6012,3317,2104,870,36,38000,24,24,35000,30,20,3690,60881,6.1,3805,64484,5.9,4465,60881,7.3,1.2,2115,62648,3.4,1465,32130,4.6,650,30518,2.1,560,10743,5.2,1240,40712,3,315,11193,2.8,3700,13239,27.9,3240,2185,1065,710,43141,23909,19232,4530,7.5,9.1,5.5,15.7,10018,1957,108,588,1327,3484,615,1051,760,107,21,1,6,14,37,7,11,8,147,15,38783,3.8,10.2,15291,12,4,15,1,1,24,35,2,6,0,100,1785,578,2250,121,205,3673,5387,359,932,1,15329,1940, -   ,7,9,4,11,16,7,2,1,1,28,2,3,11, -   ,135,165,75,210,305,130,35,25,20,535,45,50,210,7,15,27.9,367,305,341,286,390,321,654,204,0.39,20,21448,33,6492,34,31.12,23,9356,23,30684,14,1397,102,60,2,7,24,49,40,38.59,23,28.31,22
C96,Mitcham and Morden,100411,48958,51454,20,28,31,15,6,16.4,6106,1.3,100,60,3,5,1,1,1,1,5,3,1,5,6,6,1,1,1,64526,3490,12273,12354,2435,678,1751,75.5,91,5.1,39303,17,82,1,789,5812,13179,16550,2527,406,29,11,35000,26,21,32000,34,16,3670,62702,5.9,3415,66768,5.1,4120,62702,6.6,1.1,1595,64689,2.5,1070,32637,3.3,525,32052,1.6,405,10818,3.7,950,41102,2.3,240,12769,1.9,3500,16067,21.8,2790,1860,930,745,47957,25655,22302,5005,5.8,7.2,4.2,14.9,7848,2088,96,358,932,2202,272,1289,495,78,21,1,4,9,22,3,13,5,132,12,39303,3.4,9.1,16385,10,5,14,1,0,26,35,1,9,0,100,1649,782,2229,201,59,4181,5756,122,1408,0,16444,1980, -   ,11,13,5,9,13,5,3,1,1,24,3,2,10, -   ,215,265,95,180,260,100,55,20,10,470,55,40,190,9,14.6,27.5,374,302,356,286,393,316,655,201,0.05,59,18550,42,5590,47,20.33,48,14746,48,25641,60,5382,1028,63,0,0,3,37,5,30.34,43,19.91,47
D43,Old Bexley and Sidcup,81831,39035,42796,17,26,29,20,9,24.5,3336,1.1,100,91,1,2,0,0,0,0,2,0,0,1,1,1,0,1,0,77458,923,2123,956,676,835,882,53.6,97,5.7,35279,7,81,12,197,2163,8073,11472,8985,3009,1346,34,42000,19,29,37000,25,22,2740,47897,5.7,1970,52653,3.7,1545,47897,3.2,0.4,620,50186,1.2,410,25810,1.6,210,24376,0.9,195,8581,2.3,310,29420,1.1,115,12185,0.9,2565,19283,13.3,1490,1005,485,440,39050,21376,17675,4886,3.8,4.7,2.7,9,4454,961,43,85,717,1429,250,752,178,54,12,1,1,9,18,3,9,2,108,9,35279,3.1,8.3,24654,8,3,11,0,0,32,40,1,5,0,100,2073,643,2751,83,87,7965,9747,119,1186,0,24525,2345,0,5,20,4,5,13,6,5,1,2,27,2,2,9,5,115,460,85,120,305,150,110,30,35,625,45,40,210,10,16.2,28.8,409,324,401,317,420,330,721,209,0.02,66,6850,72,2797,72,11.39,67,23047,66,23024,68,6470,1340,55,0,0,1,8,2,11.7,71,10.84,70
D46,Orpington,88142,43070,45068,18,23,28,22,9,78.7,1120,1.1,100,92,1,2,0,0,1,0,1,0,0,0,1,0,0,1,0,82367,1016,1458,893,722,715,1035,62.6,83,2.9,37086,4,69,27,395,1220,5112,10674,9739,6263,3377,306,44000,18,32,39000,23,25,2585,50135,5.2,1990,56100,3.5,2015,50135,4,0.6,770,52953,1.5,560,27789,2,210,25164,0.8,250,8849,2.8,370,29984,1.2,150,14120,1.1,2340,21502,10.9,1445,1025,425,375,40443,22775,17668,4907,3.6,4.5,2.4,7.6,6423,1269,65,81,1171,2222,389,972,209,73,14,1,1,13,25,4,11,2,138,15,37086,3.7,10.9,78708,3,1,5,0,0,16,71,0,2,0,100,2615,788,3700,183,201,12875,56213,210,1917,7,78721,2835,1,6,14,3,7,13,7,3,1,2,29,2,1,9,40,180,405,90,185,370,210,95,35,55,830,45,35,245,8,15.8,28.8,434,332,420,326,455,340,749,210,0.06,57,8262,69,3093,70,11.94,66,23297,67,26663,54,3659,600,57,0,0,4,12,7,15.35,66,9.28,72
D56,Poplar and Limehouse,116999,59653,57347,19,40,28,10,3,12.4,9433,1.5,100,44,2,8,1,0,1,1,2,1,30,1,3,4,1,3,2,50566,2441,31092,6753,4002,502,2216,66.9,101,3.2,51117,25,62,14,820,11786,13697,10217,7559,4555,2114,369,37000,25,26,36000,30,25,4560,82174,5.5,5400,85133,6.3,7375,82174,9,2,3655,83595,4.4,2690,44098,6.1,965,39497,2.4,1025,13010,7.9,2140,60795,3.5,490,9790,5,4725,11126,42.5,5250,3790,1460,1555,59567,35641,23926,6215,8.8,10.6,6.1,25,11898,2890,115,376,935,4144,593,1470,1165,102,25,1,3,8,35,5,13,10,333,24,51117,6.5,7.2,15540,5,10,14,1,3,6,11,34,16,0,80,824,1531,2170,111,410,875,1775,5338,2505,0,12404,3780, -   ,6,4,1,7,8,8,4,3,4,39,2,1,12, -   ,215,150,35,280,305,300,150,95,165,1490,70,45,455,7,15,27.7,376,301,366,293,387,307,647,198,0.67,7,41068,5,8997,14,43.17,6,5821,8,32015,1,221,1,63,22,36,46,58,73,67.74,1,48.35,2
D61,Putney,88108,41871,46237,16,38,28,12,5,13,6772,1.1,100,68,3,13,1,1,1,1,2,2,0,1,3,3,1,1,2,66839,2619,3753,4427,2020,577,1538,59.7,107,1.3,39570,17,59,24,3025,3801,8873,8584,5963,4467,3696,1161,44000,19,33,43000,21,31,3015,61372,4.9,2790,64538,4.3,3150,61372,5.1,0.9,1020,62771,1.6,700,30906,2.3,320,31865,1,250,9835,2.5,600,44179,1.4,170,8757,1.9,2965,11852,25,1850,1190,655,410,46784,24985,21799,4258,4,4.8,3,9.6,6817,1405,76,361,833,2651,226,880,308,77,16,1,4,10,30,3,10,4,159,33,39570,4,20.8,12825,11,6,14,1,1,23,35,2,9,0,101,1363,755,1816,159,60,2889,4492,196,1094,0,13011,3025, -   ,5,4,2,6,11,6,3,1,2,40,2,2,18, -   ,140,120,45,180,345,195,75,20,45,1205,60,55,550,5,15.6,28.5,369,304,334,280,406,331,705,211,0.09,47,12885,56,4411,57,18.51,54,16888,54,26796,52,4027,678,53,0,0,5,24,9,29.77,44,21.89,36
D70,Richmond Park,113413,55611,57802,19,28,31,16,6,38.2,2971,1.5,100,74,3,12,0,0,1,1,3,1,0,1,0,1,0,1,2,93761,2672,5244,1260,3319,676,1766,67.8,78,2.3,49598,3,59,39,147,1079,6558,11198,11299,7737,8481,3099,49000,14,39,46000,16,35,2410,71608,3.4,2250,77156,2.9,2180,71608,3,0.6,705,74267,0.9,470,38087,1.2,235,36180,0.6,155,9971,1.6,415,48935,0.8,135,15361,0.9,2735,18864,14.5,1400,910,485,255,55804,31158,24646,3669,2.5,2.9,2,6.9,5820,918,76,156,985,2369,246,807,214,51,8,1,1,9,21,2,7,2,198,24,49598,4,12.1,37836,7,2,9,1,1,20,53,3,4,0,101,2622,895,3360,366,184,7573,19864,1297,1674,0,38177,5495,0,5,3,2,5,11,6,2,1,1,44,2,1,18,20,245,170,100,290,590,325,95,25,75,2435,100,75,975,4,16.7,29.8,418,328,384,310,447,345,786,218,0.01,72,9563,66,3403,67,10.25,70,24075,70,20876,72,6967,1479,71,0,0,0,6,0,12.32,68,12.86,66
D74,Romford,92341,44833,47509,18,29,28,18,7,29.4,3140,1.2,100,91,2,2,0,0,0,0,1,0,0,0,1,1,0,0,0,83622,916,1678,1392,530,860,1222,60,109,3.3,39321,15,76,9,1244,4677,9091,15656,5276,2213,1127,37,41000,21,27,36000,26,21,3320,56442,5.9,2765,61443,4.5,2545,56442,4.5,0.7,995,58917,1.7,655,30116,2.2,340,28801,1.2,315,10375,3,495,35052,1.4,180,13490,1.3,3495,18343,19.1,2155,1460,685,605,46115,25409,20706,6394,4.7,5.7,3.3,9.5,8897,1743,99,202,1106,3685,421,1023,519,96,19,1,2,12,40,5,11,6,141,6,39321,3.6,4.3,29333,8,3,10,1,1,29,45,0,5,0,100,2237,848,2846,157,179,8384,13163,120,1399,0,29406,2815,0,6,19,4,7,18,6,5,1,2,20,2,1,8,5,175,535,125,185,500,165,150,40,65,560,50,35,215,11,15.7,28.2,406,315,385,304,427,325,752,202,0.03,63,10390,65,3946,63,15.25,63,19128,62,24607,63,4446,780,59,0,0,1,18,2,17.04,63,15.33,59
D80,"Ruislip, Northwood and Pinner",91657,43954,47702,17,23,31,20,9,49.5,1851,1.2,100,76,3,5,0,0,1,1,8,1,0,2,1,1,0,1,1,74563,1732,9741,1623,1674,775,1065,58.5,78,0,38392,3,57,40,119,1061,6109,6852,8739,8521,6341,650,45000,16,33,41000,21,27,2550,53429,4.8,2115,58822,3.6,1900,53429,3.6,0.5,565,55998,1,335,28685,1.2,230,27313,0.8,185,7461,2.5,305,34303,0.9,75,14234,0.5,2610,21343,12.2,1335,885,450,325,42917,23629,19289,3271,3.1,3.7,2.3,9.9,5375,1030,50,119,825,1902,307,839,257,59,11,1,1,9,21,3,9,3,234,18,38392,6.1,7.7,49378,5,1,7,0,1,24,55,4,3,0,100,2587,648,3439,208,235,11697,27051,2170,1343,0,49517,3350,1,5,11,2,7,12,5,3,1,2,40,1,1,10,25,155,365,80,240,390,170,100,40,60,1330,45,35,335,7,16.3,29,457,350,438,340,471,358,773,213,0.01,70,8426,68,3190,68,11.06,68,23301,68,21760,70,7216,1536,60,0,0,0,13,0,14.7,67,10.84,69
E53,Streatham,111478,55472,56008,17,39,30,11,4,10.5,10662,1.5,100,52,3,9,2,1,1,1,3,2,1,1,11,9,2,1,1,65685,4922,6754,22775,2069,643,1985,61.9,107,4,47788,25,63,12,1283,10567,13691,11027,5541,3258,2298,123,41000,21,28,39000,25,26,4000,79401,5,4485,82595,5.4,5785,79401,7.3,1.6,2575,80917,3.2,1780,41474,4.3,795,39443,2,495,11159,4.4,1670,59283,2.8,410,10475,3.9,3900,12712,30.7,4320,2885,1435,920,61098,32904,28194,5507,7.1,8.8,5.1,16.7,10045,2238,187,783,1490,3007,319,1256,626,90,20,2,7,13,27,3,11,6,213,48,47788,4.5,22.5,10388,17,6,19,1,1,32,15,0,9,0,101,1763,618,1988,97,65,3371,1583,16,886,0,10455,2405, -   ,5,5,2,5,12,8,2,1,1,37,2,3,20, -   ,115,115,40,120,290,190,40,15,20,885,50,60,470,4,14.8,27.8,388,300,378,292,400,310,665,204,0.37,23,22740,28,8317,22,32.18,19,7832,16,29499,33,2445,302,67,0,5,24,65,36,40.61,21,31.8,16
E59,Sutton and Cheam,92108,45189,46920,17,29,30,17,7,18.4,5019,1.2,100,83,2,4,1,0,1,1,3,1,0,2,1,1,0,1,1,78508,1801,4676,1719,1640,777,1255,61.1,95,4,40122,8,77,15,340,2935,11478,13198,6317,3403,2232,219,43000,18,31,40000,22,26,2615,57658,4.5,2110,62509,3.4,1855,57658,3.2,0.5,730,60002,1.2,490,31234,1.6,240,28768,0.8,145,9548,1.5,440,37781,1.2,145,12673,1.1,2665,17846,14.9,1615,1105,510,380,47686,26284,21402,5506,3.4,4.2,2.4,6.9,6362,1307,72,142,636,2647,240,992,262,69,14,1,2,7,29,3,11,3,141,15,40122,3.5,10.6,18347,11,4,14,1,1,44,20,0,6,0,100,2091,691,2559,129,90,8051,3590,11,1135,0,18355,3045,0,5,13,3,6,15,6,3,1,2,31,1,2,11,10,160,395,90,185,455,190,75,35,60,950,40,50,330,7,16.3,29,434,340,421,333,446,347,775,212,0.02,65,7552,70,3126,69,10.96,69,23481,69,23055,67,6395,1326,60,0,0,1,7,2,11.73,70,12.23,68
E73,Tooting,100771,49704,51066,16,40,30,11,4,11.2,8974,1.3,100,62,3,8,1,0,1,1,5,3,1,3,6,4,1,1,1,67695,3208,10517,9705,1912,605,1907,63.7,112,3.7,42708,13,74,14,804,4557,13648,11264,6568,2664,2845,358,44000,17,33,42000,21,29,3350,72255,4.6,3290,75254,4.4,3640,72255,5,1,1360,73681,1.8,910,37360,2.4,450,36321,1.2,250,9937,2.5,860,54521,1.6,250,9223,2.7,3390,11696,29,2460,1635,830,530,55835,29838,25997,4822,4.4,5.5,3.2,11,8384,1883,116,396,1154,2970,247,981,502,83,19,1,4,12,30,3,10,5,168,24,42708,3.9,14.3,11355,16,5,17,1,2,26,25,0,7,0,99,1793,600,1915,125,258,2948,2849,50,816,0,11231,2795,0,5,6,3,6,15,7,2,1,1,35,2,2,16,5,150,155,70,170,415,195,55,25,30,965,55,65,450,5,15.3,28.4,403,319,410,315,392,323,676,207,0.04,60,15306,48,5545,48,20.42,47,14479,47,25510,61,4932,909,63,0,0,2,45,3,27.39,46,27.08,28
E77,Tottenham,118100,57842,60256,21,37,27,12,4,13.1,8991,1.5,100,34,4,17,2,1,1,2,3,1,2,2,14,13,2,1,2,60367,5407,8367,31320,4012,562,2435,77.9,101,6.2,49009,32,67,2,3669,11960,17592,11608,3454,644,68,14,31000,34,14,28000,41,12,5810,78331,7.4,7195,81909,8.8,10045,78331,12.8,2.8,4025,79962,5,2740,40483,6.8,1285,39479,3.3,1025,15085,6.8,2435,53959,4.5,565,10918,5.2,6025,13514,44.6,5730,3950,1790,1290,50745,28214,22530,5464,11.3,14,7.9,23.6,13802,3154,174,643,1904,3954,654,1755,1404,117,27,2,5,16,34,6,15,12,225,42,49009,4.6,18.7,13169,15,8,18,1,3,23,23,1,8,0,100,1987,1046,2339,156,325,3006,3077,160,1074,0,13134,2485, -   ,14,6,4,14,18,6,3,1,1,20,3,2,9, -   ,335,155,90,335,440,155,75,20,20,505,75,55,225,7,14.1,26.2,347,285,322,268,372,302,592,197,0.76,5,45292,1,12777,2,43.51,5,4230,5,31524,4,547,10,72,10,32,58,72,81,60.49,3,41.29,7
E80,Twickenham,110817,53822,56995,18,29,31,16,6,29.5,3760,1.4,100,81,3,7,0,0,1,1,3,1,0,1,0,0,0,1,1,94109,2194,4542,950,1883,745,1726,66.5,88,1.7,47182,4,70,26,399,1252,8378,12237,12439,6329,5476,672,48000,14,38,45000,17,34,2520,70945,3.6,2435,76291,3.2,2160,70945,3,0.6,760,73592,1,475,37274,1.3,285,36318,0.8,185,11264,1.6,405,46603,0.9,170,15725,1.1,2605,18335,14.2,1550,995,550,290,56856,30534,26322,4734,2.7,3.3,2.1,6.1,7464,1431,74,102,1099,2878,311,1063,432,67,13,1,1,10,26,3,10,4,159,30,47182,3.4,18.9,29538,8,3,11,1,1,24,42,5,6,0,100,2414,940,3108,249,191,7166,12315,1399,1755,0,29472,4700, -   ,5,5,2,5,10,6,2,1,1,43,2,1,17, -   ,245,250,95,225,460,275,100,35,50,2005,75,55,800,5,17,29.6,456,352,429,338,469,358,768,217,0.01,71,9155,67,3578,66,9.25,72,25275,72,20959,71,8112,1753,68,0,0,0,6,0,12.29,69,12.43,67
E82,Uxbridge and South Ruislip,95644,47191,48452,19,31,28,16,6,30,3183,1.2,100,79,3,3,1,0,1,1,5,1,1,1,1,1,0,1,1,76543,1952,7392,2217,1534,710,1420,63.2,97,4.2,38187,4,87,9,198,1491,8448,16061,8515,2417,1023,34,39000,21,26,35000,27,20,3225,60467,5.3,2750,64804,4.2,2995,60467,5,0.8,985,62558,1.6,630,32192,2,355,30366,1.2,320,11791,2.7,500,38458,1.3,165,12309,1.3,2915,16355,17.8,2260,1505,750,600,46002,25436,20566,4771,4.9,5.9,3.6,12.6,9455,2288,98,214,1229,3310,395,1291,512,99,24,1,2,13,35,4,14,5,180,27,38187,4.7,15,30079,7,4,11,1,2,24,42,2,9,0,100,2073,1259,3229,195,466,7161,12527,569,2599,0,30032,3305,0,7,12,5,8,14,7,5,2,1,27,2,1,10,10,245,400,155,255,450,215,170,55,40,890,55,35,315,12,15.6,28.1,406,314,392,304,421,324,705,199,0.01,69,12179,60,4286,59,16.25,61,18061,57,23696,66,7181,1527,59,0,0,0,26,0,22.45,54,15.83,57
E83,Vauxhall,109990,54984,55006,18,39,29,10,4,9,12218,1.4,100,47,3,11,2,1,1,1,1,0,1,1,11,15,2,2,2,60864,4453,3041,28057,3122,595,1507,48.1,113,4.6,49766,34,54,13,2512,14166,13194,9603,4092,3391,2343,465,36000,27,22,35000,31,21,4550,77313,5.9,5525,80333,6.9,6875,77313,8.9,1.9,2605,78710,3.3,1870,40131,4.7,735,38579,1.9,610,12943,4.7,1570,55849,2.8,425,9918,4.3,4655,11803,39.4,4180,2825,1370,935,56884,30568,26316,6333,7.3,9.2,5.2,14.8,15533,3290,193,892,1418,6051,325,1402,1724,141,30,2,8,13,55,3,13,16,210,51,49766,4.2,24.3,8773,14,13,22,1,1,17,16,3,14,0,103,1233,1161,1906,117,91,1461,1367,223,1215,0,9001,4040, -   ,6,3,2,5,10,10,3,1,1,31,2,3,24, -   ,235,120,60,180,420,415,100,40,55,1250,65,135,970,5,14.1,27.2,389,308,364,290,415,326,643,205,0.58,10,26757,17,9784,10,36.88,11,6072,10,29968,25,1681,155,67,0,10,43,66,64,45.88,14,35.46,10
E88,Walthamstow,94477,46117,48361,22,30,31,13,4,16.2,5845,1.2,100,50,3,7,2,1,1,1,3,11,1,3,9,6,2,1,1,53553,3516,16131,15359,1943,589,2222,96.2,109,5,41065,39,61,0,1062,14961,16573,7465,937,37,18,12,36000,26,21,33000,32,18,4170,59982,7,4305,63372,6.8,5585,59982,9.3,1.5,2785,61568,4.5,1945,30903,6.3,840,30665,2.7,725,9480,7.6,1655,41501,4,405,10587,3.8,4285,12500,34.3,3995,2715,1270,945,43231,23474,19757,4044,9.2,11.6,6.4,23.4,12743,2735,135,821,1481,4456,551,1353,1040,135,29,1,9,16,47,6,14,11,171,39,41065,4.2,22.8,16126,11,6,13,1,1,19,30,12,9,0,100,1724,897,2019,124,108,3087,4791,1992,1386,0,16165,2400, -   ,12,7,3,11,21,6,3,1,1,21,3,3,10, -   ,290,175,75,260,495,135,65,15,25,495,65,60,245,7,14.6,27.2,380,306,356,294,403,318,654,203,0.51,14,25710,19,7568,27,36.09,13,6418,12,30650,15,634,16,59,2,10,31,59,53,41.97,20,33.13,13
