country_code,short_name,table_name,long_name,2_alpha_code,currency_unit,special_notes,region,income_group,wb_2_code,national_accounts_base_year,national_accounts_reference_year,sna_price_valuation,lending_category,other_groups,system_of_national_accounts,alternative_conversion_factor,ppp_survey_year,balance_of_payments_manual_in_use,external_debt_reporting_status,system_of_trade,government_accounting_concept,imf_data_dissemination_standard,latest_population_census,latest_household_survey,source_of_most_recent_income_and_expenditure_data,vital_registration_complete,latest_agricultural_census,latest_industrial_data,latest_trade_data,latest_water_withdrawal_data
NGA_Ogun_NG.OG_2232_NGA028,,"Nigeria, Ogun",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Ondo_NG.ON_65706_NGA029,,"Nigeria, Ondo",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Osun_NG.OS_2234_NGA030,,"Nigeria, Osun",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Oyo_NG.OY_2235_NGA031,,"Nigeria, Oyo",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Rivers_NG.RI_65708_NGA033,,"Nigeria, Rivers",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Sokoto_NG.SO_65709_NGA034,,"Nigeria, Sokoto",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Taraba_NG.TA_2239_NGA035,,"Nigeria, Taraba",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Yobe_NG.YO_2240_NGA036,,"Nigeria, Yobe",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Zamfara_NG.ZA_65710_NGA037,,"Nigeria, Zamfara",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
PAN,,Panama,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
PAN_Areas_Indigenas_AGG124,,"Panama, Areas Indigenas",,,,"Indigenous areas include three comarcas: Kuna Yala, Embera and Ngobe Bugle.",,,,,,,,,,,,,,,,,,,,,,,,
PAN_Bocas_Del_Toro_PA.BC_2280_PAN001,,"Panama, Bocas del Toro",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
PAN_Chiriqui_PA.CH_2281_PAN002,,"Panama, Chiriqui",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
PAN_Cocle_PA.CC_2282_PAN003,,"Panama, Cocle",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
PAN_Colon_PA.CL_2283_PAN004,,"Panama, Colon",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
PAN_Darien_PA.DR_2285_PAN006,,"Panama, Darien",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
PAN_Embera_Comarca_PA.EC_2280.55_PAN009,,"Panama, Emberá Comarca",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
PAN_Guna_Yala_PA.CB_2284_PAN005,,"Panama, Guna Yala",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
PAN_Herrera_PA.HE_2286_PAN007,,"Panama, Herrera",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
PAN_Los_Santos_PA.LS_2287_PAN008,,"Panama, Los Santos",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
PAN_Ngabe-Bugle_Comarca_PA.NB_2281.55_PAN010,,"Panama, Ngäbe-Buglé Comarca",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
PAN_Panama_PA.PN_2288_PAN011,,"Panama, Panama",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
PAN_Veraguas_PA.VR_2289_PAN013,,"Panama, Veraguas",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
PER,,Peru,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
PER_Costa_AGG233,,"Peru, Costa",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
PER_Lima_Metropolitana_AGG234,,"Peru, Lima Metropolitana",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
PER_Selva_AGG235,,"Peru, Selva",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
PER_Sierra_AGG230,,"Peru, Sierra",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
POL,,Poland,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
POL_Polnocno-Zachodni_AGG049,,"Poland, Pólnocno-Zachodni",,,,"Region Pólnocno-Zachodni is an EU Planning-statistical Unit comprised of the following first administrative level units: Wielkopolskie, Zachodniopomorskie, Lubuskie.",,,,,,,,,,,,,,,,,,,,,,,,
POL_Polnocny_AGG050,,"Poland, Pólnocny",,,,"Region Pólnocny is an EU Planning-statistical Unit comprised of the following first administrative level units: Kujawsko-Pomorskie, Warminsko-Mazurskie, Pomorskie.",,,,,,,,,,,,,,,,,,,,,,,,
POL_Poludniowo-Zachodni_AGG051,,"Poland, Poludniowo-Zachodni",,,,"Region Poludniowo-Zachodni is an EU Planning-statistical Unit comprised of the following first administrative level units: Dolnoslaskie, Opolskie.",,,,,,,,,,,,,,,,,,,,,,,,
POL_Poludniowy_AGG052,,"Poland, Poludniowy",,,,"Region Poludniowy is an EU Planning-statistical Unit comprised of the following first administrative level units: Malopolskie,  Slaskie.",,,,,,,,,,,,,,,,,,,,,,,,
POL_Centralny_AGG054,,"Poland, Region Centralny",,,,"Region Centralny is an EU Planning-statistical Unit comprised of the following first administrative level units: Lódzkie, Mazowieckie.",,,,,,,,,,,,,,,,,,,,,,,,
POL_Wschodni_AGG053,,"Poland, Wschodni",,,,"Region Wschodni is an EU Planning-statistical Unit comprised of the following first administrative level units: Lubelskie, Podkarpackie, Swietokrzyskie, Podlaskie.",,,,,,,,,,,,,,,,,,,,,,,,
ROM,,Romania,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
ROM_Bucuresti-Ilfov_AGG056,,"Romania, Bucuresti-Ilfov",,,,"Bucharest is an EU Planning Unit comprised of the following first administrative level units:  Ilfov, Municipiul Bucuresti.",,,,,,,,,,,,,,,,,,,,,,,,
ROM_Center_AGG057,,"Romania, Central",,,,"Centre is an EU Planning Unit comprised of the following first administrative level units: Alba, Brasov, Covasna, Harghita, Mures, Sibiu.",,,,,,,,,,,,,,,,,,,,,,,,
ROM_Northeast_AGG058,,"Romania, Northeast",,,,"North-East is an EU Planning Unit comprised of the following first administrative level units:  Bacau, Botosani, Iasi, Neamt, Suceava, Vaslui.",,,,,,,,,,,,,,,,,,,,,,,,
ROM_Northwest_AGG059,,"Romania, Northwest",,,,"North-West is an EU Planning Unit comprised of the following first administrative level units: Bihor, Bistrita-Nasaud, Cluj, Maramures, Satu Mare, Salaj.",,,,,,,,,,,,,,,,,,,,,,,,
ROM_South_AGG060,,"Romania, South Muntenia",,,,"South is an EU Planning Unit comprised of the following first administrative level units: Arges, Calarasi, Dambovita, Giurgiu, Ialomita, Prahova, Teleorman.",,,,,,,,,,,,,,,,,,,,,,,,
ROM_Southeast_AGG061,,"Romania, Southeast",,,,"South-East is an EU Planning Unit comprised of the following first administrative level units: Braila, Buzau, Constanta, Galati, Tulcea, Vrancea.",,,,,,,,,,,,,,,,,,,,,,,,
ROM_Southwest_AGG062,,"Romania, Southwest Oltenia",,,,"South-West is an EU Planning Unit comprised of the following first administrative level units: Dolj, Gorj, Mehedinti, Olt, Valcea.",,,,,,,,,,,,,,,,,,,,,,,,
ROM_West_AGG063,,"Romania, West",,,,"West is an EU Planning Unit comprised of the following first administrative level units: Arad, Caras-Severin, Hunedoara, Timis. Source: Eurostat",,,,,,,,,,,,,,,,,,,,,,,,
RUS,,Russian Federation,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Adygeya_Rep_RU.AD_2487_RUS001,,"Russian Federation, Adygeya Rep.",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Altay_Rep_RU.AL_2489_RUS003,,"Russian Federation, Altay Rep.",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Altayskiy_Kray_RU.AK_2490_RUS004,,"Russian Federation, Altayskiy Kray",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Amurskaya_Oblast_RU.AO_2491_RUS005,,"Russian Federation, Amurskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Arkhangelskaya_Oblast_RU.AR_2492_RUS006,,"Russian Federation, Arkhangelskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Astrakhanskaya_Oblast_RU.AS_2493_RUS007,,"Russian Federation, Astrakhanskaya oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Bashkortostan_Rep_RU.BA_2494_RUS008,,"Russian Federation, Bashkortostan Rep.",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Belgorodskaya_Oblast_RU.BE_2495_RUS009,,"Russian Federation, Belgorodskaya oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Bryanskaya_Oblast_RU.BR_2496_RUS010,,"Russian Federation, Bryanskaya oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Buryatiya_Rep_RU.BU_2497_RUS011,,"Russian Federation, Buryatiya Rep.",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Chechnya_Rep_RU.CH_2498_RUS012,,"Russian Federation, Chechnya Rep.",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Chelyabinskaya_Oblast_RU.CE_2499_RUS013,,"Russian Federation, Chelyabinskaya oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Chukotskiy_Okrug_RU.CU_2501_RUS015,,"Russian Federation, Chukotskiy Okrug",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Chuvashiya_Rep_RU.CV_2502_RUS016,,"Russian Federation, Chuvashiya Rep.",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Dagestan_Rep_RU.DA_2503_RUS017,,"Russian Federation, Dagestan Rep.",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Evenkiyskiy_Okrug_RU.EO_2504_RUS018,,"Russian Federation, Evenkiyskiy Okrug",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Ingushetiya_Rep_RU.IR_2505_RUS019,,"Russian Federation, Ingushetiya Rep.",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Irkutskaya_Oblast_RU.IK_2506_RUS020,,"Russian Federation, Irkutskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Ivanovskaya_Oblast_RU.IV_2507_RUS021,,"Russian Federation, Ivanovskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Kabardino-balkariya_Rep_RU.KB_2508_RUS022,,"Russian Federation, Kabardino-balkariya Rep.",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Kaliningradskaya_Oblast_RU.KO_2509_RUS023,,"Russian Federation, Kaliningradskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Kalmykiya_Rep_RU.KA_2510_RUS024,,"Russian Federation, Kalmykiya Rep.",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Kaluzhskaya_Oblast_RU.KU_2511_RUS025,,"Russian Federation, Kaluzhskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Kamchatskaya_Oblast_RU.KM_2512_RUS026,,"Russian Federation, Kamchatskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Karatchayevo-cherkesiya_Rep_RU.KC_2513_RUS027,,"Russian Federation, Karatchayevo-cherkesiya Rep.",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Karelya_Rep_RU.KR_2514_RUS028,,"Russian Federation, Karelya Rep.",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Kemerovskaya_Oblast_RU.KL_2515_RUS029,,"Russian Federation, Kemerovskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Khabarovskiy_Kray_RU.KH_2516_RUS030,,"Russian Federation, Khabarovskiy Kray",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Khakasiya_Rep_RU.KS_2517_RUS031,,"Russian Federation, Khakasiya Rep.",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Khanty-mansyiskiy_Okrug_RU.KY_2518_RUS032,,"Russian Federation, Khanty-mansyiskiy Okrug",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Kirovskaya_Oblast_RU.KV_2519_RUS033,,"Russian Federation, Kirovskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Komi_Rep_RU.KI_2520_RUS034,,"Russian Federation, Komi Rep.",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Kostromskaya_Oblast_RU.OB_2523_RUS037,,"Russian Federation, Kostromskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Krasnodarskiy_Kray_RU.KN_2524_RUS038,,"Russian Federation, Krasnodarskiy Kray",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Krasnoyarskiy_Kray_RU.KK_2525_RUS039,,"Russian Federation, Krasnoyarskiy Kray",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Kurganskaya_Oblast_RU.KG_2526_RUS040,,"Russian Federation, Kurganskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Kurskaya_Oblast_RU.KT_2527_RUS041,,"Russian Federation, Kurskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Leningradskaya_Oblast_RU.LE_2529_RUS042,,"Russian Federation, Leningradskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Lipetskaya_Oblast_RU.LI_2530_RUS043,,"Russian Federation, Lipetskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Magadanskaya_Oblast_RU.MA_2531_RUS044,,"Russian Federation, Magadanskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Mariy-el_Rep_RU.MR_2532_RUS045,,"Russian Federation, Mariy-el Rep.",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Mordoviya_Rep_RU.MO_2533_RUS046,,"Russian Federation, Mordoviya Rep.",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Moskovskaya_Oblast_RU.MK_2534_RUS047,,"Russian Federation, Moskovskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Moskva_RU.MV_2535_RUS048,,"Russian Federation, Moskva (Moscow City)",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Murmanskaya_Oblast_RU.MU_2536_RUS049,,"Russian Federation, Murmanskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Nenetskiy_Okrug_RU.NE_2538_RUS051,,"Russian Federation, Nenetskiy Okrug",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Nizhegorodskaya_Oblast_RU.NZ_2539_RUS052,,"Russian Federation, Nizhegorodskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Novgorodskaya_Oblast_RU.NG_2540_RUS053,,"Russian Federation, Novgorodskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Novosibirskaya_Oblast_RU.NV_2541_RUS054,,"Russian Federation, Novosibirskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Omskaya_Oblast_RU.OO_2542_RUS055,,"Russian Federation, Omskaya oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Orenburgskaya_Oblast_RU.OR_2543_RUS056,,"Russian Federation, Orenburgskaya oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Orlovskaya_Oblast_RU.OL_2544_RUS057,,"Russian Federation, Orlovskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Penzenskaya_Oblast_RU.PO_2545_RUS058,,"Russian Federation, Penzenskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Permskaya_Oblast_RU.PR_2546_RUS059,,"Russian Federation, Permskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Primorskiy_Kray_RU.PM_2547_RUS060,,"Russian Federation, Primorskiy Kray",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Pskovskaya_Oblast_RU.PS_2548_RUS061,,"Russian Federation, Pskovskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Rostovskaya_Oblast_RU.RO_2549_RUS062,,"Russian Federation, Rostovskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Ryazanskaya_Oblast_RU.RS_2550_RUS063,,"Russian Federation, Ryazanskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Sakha_Rep_RU.SA_2551_RUS064,,"Russian Federation, Sakha Rep.",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Sakhalinskaya_Oblast_RU.SY_2552_RUS065,,"Russian Federation, Sakhalinskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Samarskaya_Oblast_RU.SM_2553_RUS066,,"Russian Federation, Samarskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Sankt-peterburg_RU.SP_2554_RUS067,,"Russian Federation, Sankt-peterburg (St. Petersburg)",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Saratovskaya_Oblast_RU.SR_2555_RUS068,,"Russian Federation, Saratovskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Severn_Osetiya-alaniya_Rep_RU.SO_2556_RUS069,,"Russian Federation, Severnaya Osetiya-alaniya Rep.",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Smolenskaya_Oblast_RU.SL_2557_RUS070,,"Russian Federation, Smolenskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Stavropolskiy_Kray_RU.SV_2558_RUS071,,"Russian Federation, Stavropolskiy Kray",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Sverdlovskaya_Oblast_RU.SK_2559_RUS072,,"Russian Federation, Sverdlovskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Tambovskaya_Oblast_RU.TA_2560_RUS073,,"Russian Federation, Tambovskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Tatarstan_Rep_RU.TR_2561_RUS074,,"Russian Federation, Tatarstan Rep.",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Tomskaya_Oblast_RU.TM_2563_RUS076,,"Russian Federation, Tomskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Tulskaya_Oblast_RU.TS_2564_RUS077,,"Russian Federation, Tulskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Tverskaya_Oblast_RU.TV_2565_RUS078,,"Russian Federation, Tverskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Tyumenskaya_Oblast_RU.TY_2566_RUS079,,"Russian Federation, Tyumenskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Tyva_Rep_RU.TN_2567_RUS080,,"Russian Federation, Tyva Rep.",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Udmurtiya_Rep_RU.UR_2568_RUS081,,"Russian Federation, Udmurtiya Rep.",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Ulyanovskaya_Oblast_RU.UL_2569_RUS082,,"Russian Federation, Ulyanovskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Vladimirskaya_Oblast_RU.US_2571_RUS084,,"Russian Federation, Vladimirskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Volgogradskaya_Oblast_RU.VG_2572_RUS085,,"Russian Federation, Volgogradskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Vologodskaya_Oblast_RU.VL_2573_RUS086,,"Russian Federation, Vologodskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Voronezhskaya_Oblast_RU.VO_2574_RUS087,,"Russian Federation, Voronezhskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Yamalo-nenetskiy_Okrug_RU.YN_2575_RUS088,,"Russian Federation, Yamalo-nenetskiy Okrug",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
RUS_Yaroslavskaya_Oblast_RU.YA_2576_RUS089,,"Russian Federation, Yaroslavskaya Oblast",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SLE,,Sierra Leone,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SLE_Bo_25414,,"Sierra Leone, Bo",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SLE_Bombali_25409,,"Sierra Leone, Bombali",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SLE_Bonthe_25415,,"Sierra Leone, Bonthe",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SLE_Kailahun_25406,,"Sierra Leone, Kailahun",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SLE_Kambia_25410,,"Sierra Leone, Kambia",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SLE_Kenema_25407,,"Sierra Leone, Kenema",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SLE_Koinadugu_25411,,"Sierra Leone, Koinadugu",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SLE_Kono_25408,,"Sierra Leone, Kono",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SLE_Moyamba_25416,,"Sierra Leone, Moyamba",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SLE_Port_Loko_25412,,"Sierra Leone, Port Loko",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SLE_Pujehun_25417,,"Sierra Leone, Pujehun",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SLE_Tonkolili_25413,,"Sierra Leone, Tonkolili",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SLE_Western_Area_SL.WA_2657_SLE004,,"Sierra Leone, Western Area",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SVK,,Slovak Republic,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SVK_Banska_Bystrica_SK.BB_2667_SVK001,,"Slovak Republic, Banska Bystrica",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SVK_Bratislava_SK.BR_2667.55_SVK002,,"Slovak Republic, Bratislava",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SVK_Kosice_SK.KO_2669_SVK003,,"Slovak Republic, Kosice",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SVK_Nitra_SK.NI_2670_SVK004,,"Slovak Republic, Nitra",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SVK_Presov_SK.PR_2671_SVK005,,"Slovak Republic, Presov",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SVK_Trencin_SK.TR_2672_SVK006,,"Slovak Republic, Trencin",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SVK_Trnava_SK.TN_2673_SVK007,,"Slovak Republic, Trnava",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SVK_Zilna_SK.ZI_2674_SVK008,,"Slovak Republic, Zilna",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SVN,,Slovenia,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SVN_Vzhodna_Slovenia_AGG064.5,,"Slovenia, Vzhodna",,,,"Vzhodna Slovenija is an EU Planning Unit comprised of the following first administrative level units: Pomurska , Podravska , Koroška , Savinjska , Zasavska , Spodnjeposavska , Jugovzhodna Slovenija , Notranjsko-kraška .",,,,,,,,,,,,,,,,,,,,,,,,
SVN_Zahodna_Slovenia_AGG065.5,,"Slovenia, Zahodna",,,,"Zahodna Slovenija is an EU Planning Unit comprised of the following first administrative level units:  Osrednjeslovenska , Gorenjska , Goriška , Obalno-kraška.",,,,,,,,,,,,,,,,,,,,,,,,
SSD,,South Sudan,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SSD_Central_Equatoria_SS.CE_2748_SSD001,,"South Sudan, Central Equatoria",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SSD_Eastern_Equatoria_SS.EE_2750_SSD002,,"South Sudan, Eastern Equatoria",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SSD_El_Buheyrat_SS.BU_2746_SSD003,,"South Sudan, El Buheyrat",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SSD_Jonglei_SS.JO_2751_SSD004,,"South Sudan, Jonglei",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SSD_Northern_Bahr_El_Ghazal_SS.NB_2754_SSD005,,"South Sudan, Northern Bahr El Ghazal",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SSD_Unity_SS.UI_2747_SSD006,,"South Sudan, Unity",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SSD_Upper_Nile_SS.UN_37021_SSD007,,"South Sudan, Upper Nile",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SSD_Warab_37130,,"South Sudan, Warab",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SSD_Western_Bahr_El_Ghazal_SS.WB_2766_SSD009,,"South Sudan, Western Bahr El Ghazal",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SSD_Western_Equatoria_SS.WE_2768_SSD010,,"South Sudan, Western Equatoria",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LKA,,Sri Lanka,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LKA_Central_LK.CE_2736_LKA001,,"Sri Lanka, Central",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LKA_Eastern_LK.EA_2737_LKA002,,"Sri Lanka, Eastern",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LKA_North_Central_LK.NC_2738_LKA003,,"Sri Lanka, North Central",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LKA_North_Western_LK.NW_2739_LKA004,,"Sri Lanka, North Western",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LKA_Northern_LK.NO_2740_LKA005,,"Sri Lanka, Northern",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LKA_Sabaragamuwa_LK.SA_2741_LKA006,,"Sri Lanka, Sabaragamuwa",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LKA_Southern_LK.SO_2742_LKA007,,"Sri Lanka, Southern",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LKA_Uva_LK.UV_2743_LKA008,,"Sri Lanka, Uva",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LKA_Western_LK.WE_2744_LKA009,,"Sri Lanka, Western",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SDN,,Sudan,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SDN_Al_Gadaref_37048,,"Sudan, Al Gadaref",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SDN_Al_Jazeera_SD.AJ_2745_SDN001,,"Sudan, Al Jazeera",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SDN_Blue_Nile_SD.BN_2749_SDN002,,"Sudan, Blue Nile",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SDN_Kassala_SD.KA_68783_SDN008,,"Sudan, Kassala",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SDN_Khartoum_SD.KH_2753_SDN009,,"Sudan, Khartoum",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
SDN_Nile_River_SD.NI_2761_SDN004,,"Sudan, Nile River",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
